timestamp,location_name,speed_kmh
2026-01-27 13:50:47,Lippo Mall Cikarang,23
2026-01-27 13:50:47,President University,25
2026-01-27 13:51:52,Terminal Cikarang,45
2026-01-27 13:51:52,Sentra Grosir Cikarang,21
2026-01-27 13:51:52,Stasiun Cikarang,19
2026-01-27 13:51:52,Lippo Mall Cikarang,23
2026-01-27 13:51:52,President University,26
2026-01-27 13:52:57,Terminal Cikarang,45
2026-01-27 13:52:57,Sentra Grosir Cikarang,20
2026-01-27 13:52:57,Stasiun Cikarang,19
2026-01-27 13:52:57,Lippo Mall Cikarang,29
2026-01-27 13:52:57,President University,26
2026-01-27 13:54:03,Terminal Cikarang,45
2026-01-27 13:54:03,Sentra Grosir Cikarang,20
2026-01-27 13:54:03,Stasiun Cikarang,19
2026-01-27 13:54:03,Lippo Mall Cikarang,29
2026-01-27 13:54:03,President University,25
2026-01-27 13:55:07,Terminal Cikarang,36
2026-01-27 13:55:07,Sentra Grosir Cikarang,19
2026-01-27 13:55:07,Stasiun Cikarang,19
2026-01-27 13:55:07,Lippo Mall Cikarang,29
2026-01-27 13:55:07,President University,25
2026-01-27 13:56:12,Terminal Cikarang,36
2026-01-27 13:56:12,Sentra Grosir Cikarang,19
2026-01-27 13:56:12,Stasiun Cikarang,19
2026-01-27 13:56:12,Lippo Mall Cikarang,29
2026-01-27 13:56:12,President University,24
2026-01-27 13:57:17,Terminal Cikarang,35
2026-01-27 13:57:17,Sentra Grosir Cikarang,19
2026-01-27 13:57:17,Stasiun Cikarang,19
2026-01-27 13:57:17,Lippo Mall Cikarang,29
2026-01-27 13:57:17,President University,33
2026-01-27 13:58:22,Terminal Cikarang,34
2026-01-27 13:58:22,Sentra Grosir Cikarang,19
2026-01-27 13:58:22,Stasiun Cikarang,19
2026-01-27 13:58:22,Lippo Mall Cikarang,29
2026-01-27 13:58:22,President University,33
2026-01-27 13:59:26,Terminal Cikarang,34
2026-01-27 13:59:26,Sentra Grosir Cikarang,19
2026-01-27 13:59:26,Stasiun Cikarang,19
2026-01-27 13:59:26,Lippo Mall Cikarang,29
2026-01-27 13:59:26,President University,33
2026-01-27 14:00:31,Terminal Cikarang,34
2026-01-27 14:00:31,Sentra Grosir Cikarang,19
2026-01-27 14:00:31,Stasiun Cikarang,19
2026-01-27 14:00:31,Lippo Mall Cikarang,23
2026-01-27 14:00:31,President University,33
2026-01-27 14:01:36,Terminal Cikarang,35
2026-01-27 14:01:36,Sentra Grosir Cikarang,19
2026-01-27 14:01:36,Stasiun Cikarang,21
2026-01-27 14:01:36,Lippo Mall Cikarang,24
2026-01-27 14:01:36,President University,33
2026-01-27 14:02:41,Terminal Cikarang,35
2026-01-27 14:02:41,Sentra Grosir Cikarang,19
2026-01-27 14:02:41,Stasiun Cikarang,21
2026-01-27 14:02:41,Lippo Mall Cikarang,21
2026-01-27 14:02:41,President University,33
2026-01-27 14:03:46,Terminal Cikarang,34
2026-01-27 14:03:46,Sentra Grosir Cikarang,19
2026-01-27 14:03:46,Stasiun Cikarang,21
2026-01-27 14:03:46,Lippo Mall Cikarang,23
2026-01-27 14:03:46,President University,24
2026-01-27 14:04:51,Terminal Cikarang,34
2026-01-27 14:04:51,Sentra Grosir Cikarang,19
2026-01-27 14:04:51,Stasiun Cikarang,21
2026-01-27 14:04:51,Lippo Mall Cikarang,22
2026-01-27 14:04:51,President University,23
2026-01-27 14:05:56,Terminal Cikarang,34
2026-01-27 14:05:56,Sentra Grosir Cikarang,19
2026-01-27 14:05:56,Stasiun Cikarang,21
2026-01-27 14:05:56,Lippo Mall Cikarang,23
2026-01-27 14:05:56,President University,23
2026-01-27 14:07:01,Terminal Cikarang,34
2026-01-27 14:07:01,Sentra Grosir Cikarang,19
2026-01-27 14:07:01,Stasiun Cikarang,21
2026-01-27 14:07:01,Lippo Mall Cikarang,22
2026-01-27 14:07:01,President University,24
2026-01-27 14:08:06,Terminal Cikarang,34
2026-01-27 14:08:06,Sentra Grosir Cikarang,19
2026-01-27 14:08:06,Stasiun Cikarang,21
2026-01-27 14:08:06,Lippo Mall Cikarang,22
2026-01-27 14:08:06,President University,24
2026-01-27 14:09:10,Terminal Cikarang,34
2026-01-27 14:09:10,Sentra Grosir Cikarang,20
2026-01-27 14:09:10,Stasiun Cikarang,20
2026-01-27 14:09:10,Lippo Mall Cikarang,22
2026-01-27 14:09:10,President University,24
2026-01-27 14:10:15,Terminal Cikarang,34
2026-01-27 14:10:15,Sentra Grosir Cikarang,20
2026-01-27 14:10:15,Stasiun Cikarang,20
2026-01-27 14:10:15,Lippo Mall Cikarang,21
2026-01-27 14:10:15,President University,33
2026-01-27 14:11:21,Terminal Cikarang,34
2026-01-27 14:11:21,Sentra Grosir Cikarang,20
2026-01-27 14:11:21,Stasiun Cikarang,20
2026-01-27 14:11:21,Lippo Mall Cikarang,21
2026-01-27 14:11:21,President University,33
2026-01-27 14:12:25,Terminal Cikarang,33
2026-01-27 14:12:25,Sentra Grosir Cikarang,19
2026-01-27 14:12:25,Stasiun Cikarang,16
2026-01-27 14:12:25,Lippo Mall Cikarang,21
2026-01-27 14:12:25,President University,33
2026-01-27 14:13:30,Terminal Cikarang,33
2026-01-27 14:13:30,Sentra Grosir Cikarang,19
2026-01-27 14:13:30,Stasiun Cikarang,16
2026-01-27 14:13:30,Lippo Mall Cikarang,21
2026-01-27 14:13:30,President University,33
2026-01-27 14:14:36,Terminal Cikarang,33
2026-01-27 14:14:36,Sentra Grosir Cikarang,20
2026-01-27 14:14:36,Stasiun Cikarang,17
2026-01-27 14:14:36,Lippo Mall Cikarang,21
2026-01-27 14:14:36,President University,33
2026-01-27 14:15:40,Terminal Cikarang,32
2026-01-27 14:15:40,Sentra Grosir Cikarang,20
2026-01-27 14:15:40,Stasiun Cikarang,17
2026-01-27 14:15:40,Lippo Mall Cikarang,21
2026-01-27 14:15:40,President University,33
2026-01-27 14:16:47,Terminal Cikarang,32
2026-01-27 14:16:47,Sentra Grosir Cikarang,21
2026-01-27 14:16:47,Stasiun Cikarang,17
2026-01-27 14:16:47,Lippo Mall Cikarang,23
2026-01-27 14:16:47,President University,33
2026-01-27 14:17:52,Terminal Cikarang,32
2026-01-27 14:17:52,Sentra Grosir Cikarang,20
2026-01-27 14:17:52,Stasiun Cikarang,17
2026-01-27 14:17:52,Lippo Mall Cikarang,23
2026-01-27 14:17:52,President University,33
2026-01-27 14:18:57,Terminal Cikarang,30
2026-01-27 14:18:57,Sentra Grosir Cikarang,19
2026-01-27 14:18:57,Stasiun Cikarang,17
2026-01-27 14:18:57,Lippo Mall Cikarang,23
2026-01-27 14:18:57,President University,33
2026-01-27 14:20:01,Terminal Cikarang,30
2026-01-27 14:20:01,Sentra Grosir Cikarang,19
2026-01-27 14:20:01,Stasiun Cikarang,17
2026-01-27 14:20:01,Lippo Mall Cikarang,23
2026-01-27 14:20:01,President University,33
2026-01-27 14:21:09,Terminal Cikarang,30
2026-01-27 14:21:09,Sentra Grosir Cikarang,20
2026-01-27 14:21:09,Stasiun Cikarang,17
2026-01-27 14:21:09,Lippo Mall Cikarang,23
2026-01-27 14:21:09,President University,33
2026-01-27 14:22:14,Terminal Cikarang,30
2026-01-27 14:22:14,Sentra Grosir Cikarang,17
2026-01-27 14:22:14,Stasiun Cikarang,17
2026-01-27 14:22:14,Lippo Mall Cikarang,23
2026-01-27 14:22:14,President University,33
2026-01-27 14:23:19,Terminal Cikarang,30
2026-01-27 14:23:19,Sentra Grosir Cikarang,16
2026-01-27 14:23:19,Stasiun Cikarang,21
2026-01-27 14:23:19,Lippo Mall Cikarang,23
2026-01-27 14:23:19,President University,33
2026-01-27 14:24:23,Terminal Cikarang,30
2026-01-27 14:24:23,Sentra Grosir Cikarang,17
2026-01-27 14:24:23,Stasiun Cikarang,20
2026-01-27 14:24:23,Lippo Mall Cikarang,23
2026-01-27 14:24:23,President University,33
2026-01-27 14:25:28,Terminal Cikarang,29
2026-01-27 14:25:28,Sentra Grosir Cikarang,18
2026-01-27 14:25:28,Stasiun Cikarang,21
2026-01-27 14:25:28,Lippo Mall Cikarang,23
2026-01-27 14:25:28,President University,33
2026-01-27 14:26:32,Terminal Cikarang,30
2026-01-27 14:26:32,Sentra Grosir Cikarang,18
2026-01-27 14:26:32,Stasiun Cikarang,21
2026-01-27 14:26:32,Lippo Mall Cikarang,29
2026-01-27 14:26:32,President University,33
2026-01-27 14:27:39,Terminal Cikarang,30
2026-01-27 14:27:39,Sentra Grosir Cikarang,18
2026-01-27 14:27:39,Stasiun Cikarang,21
2026-01-27 14:27:39,Lippo Mall Cikarang,29
2026-01-27 14:27:39,President University,33
2026-01-27 14:28:44,Terminal Cikarang,32
2026-01-27 14:28:44,Sentra Grosir Cikarang,18
2026-01-27 14:28:44,Stasiun Cikarang,21
2026-01-27 14:28:44,Lippo Mall Cikarang,29
2026-01-27 14:28:44,President University,33
2026-01-27 14:29:48,Terminal Cikarang,32
2026-01-27 14:29:48,Sentra Grosir Cikarang,18
2026-01-27 14:29:48,Stasiun Cikarang,21
2026-01-27 14:29:48,Lippo Mall Cikarang,29
2026-01-27 14:29:48,President University,33
2026-01-27 14:30:52,Terminal Cikarang,32
2026-01-27 14:30:52,Sentra Grosir Cikarang,19
2026-01-27 14:30:52,Stasiun Cikarang,20
2026-01-27 14:30:52,Lippo Mall Cikarang,29
2026-01-27 14:30:52,President University,33
2026-01-27 14:31:57,Terminal Cikarang,30
2026-01-27 14:31:57,Sentra Grosir Cikarang,19
2026-01-27 14:31:57,Stasiun Cikarang,19
2026-01-27 14:31:57,Lippo Mall Cikarang,29
2026-01-27 14:31:57,President University,33
2026-01-27 14:33:03,Terminal Cikarang,30
2026-01-27 14:33:03,Sentra Grosir Cikarang,18
2026-01-27 14:33:03,Stasiun Cikarang,19
2026-01-27 14:33:03,Lippo Mall Cikarang,29
2026-01-27 14:33:03,President University,33
2026-01-27 14:34:07,Terminal Cikarang,30
2026-01-27 14:34:07,Sentra Grosir Cikarang,21
2026-01-27 14:34:07,Stasiun Cikarang,19
2026-01-27 14:34:07,Lippo Mall Cikarang,29
2026-01-27 14:34:07,President University,33
2026-01-27 14:35:12,Terminal Cikarang,30
2026-01-27 14:35:12,Sentra Grosir Cikarang,20
2026-01-27 14:35:12,Stasiun Cikarang,20
2026-01-27 14:35:12,Lippo Mall Cikarang,29
2026-01-27 14:35:12,President University,33
2026-01-27 14:36:16,Terminal Cikarang,30
2026-01-27 14:36:16,Sentra Grosir Cikarang,21
2026-01-27 14:36:16,Stasiun Cikarang,20
2026-01-27 14:36:16,Lippo Mall Cikarang,29
2026-01-27 14:36:16,President University,25
2026-01-27 14:37:20,Terminal Cikarang,30
2026-01-27 14:37:20,Sentra Grosir Cikarang,20
2026-01-27 14:37:20,Stasiun Cikarang,20
2026-01-27 14:37:20,Lippo Mall Cikarang,29
2026-01-27 14:37:20,President University,25
2026-01-27 14:38:25,Terminal Cikarang,29
2026-01-27 14:38:25,Sentra Grosir Cikarang,19
2026-01-27 14:38:25,Stasiun Cikarang,20
2026-01-27 14:38:25,Lippo Mall Cikarang,29
2026-01-27 14:38:25,President University,25
2026-01-27 14:39:30,Terminal Cikarang,30
2026-01-27 14:39:30,Sentra Grosir Cikarang,19
2026-01-27 14:39:30,Stasiun Cikarang,20
2026-01-27 14:39:30,Lippo Mall Cikarang,29
2026-01-27 14:39:30,President University,33
2026-01-27 14:40:35,Terminal Cikarang,30
2026-01-27 14:40:35,Sentra Grosir Cikarang,19
2026-01-27 14:40:35,Stasiun Cikarang,20
2026-01-27 14:40:35,Lippo Mall Cikarang,29
2026-01-27 14:40:35,President University,33
2026-01-27 14:41:46,Terminal Cikarang,30
2026-01-27 14:41:46,Sentra Grosir Cikarang,18
2026-01-27 14:41:46,Stasiun Cikarang,20
2026-01-27 14:41:46,Lippo Mall Cikarang,29
2026-01-27 14:41:46,President University,33
2026-01-27 14:42:51,Terminal Cikarang,30
2026-01-27 14:42:51,Sentra Grosir Cikarang,18
2026-01-27 14:42:51,Stasiun Cikarang,19
2026-01-27 14:42:51,Lippo Mall Cikarang,29
2026-01-27 14:42:51,President University,33
2026-01-27 14:43:56,Terminal Cikarang,30
2026-01-27 14:43:56,Sentra Grosir Cikarang,18
2026-01-27 14:43:56,Stasiun Cikarang,19
2026-01-27 14:43:56,Lippo Mall Cikarang,29
2026-01-27 14:43:56,President University,33
2026-01-27 14:45:01,Terminal Cikarang,30
2026-01-27 14:45:01,Sentra Grosir Cikarang,18
2026-01-27 14:45:01,Stasiun Cikarang,16
2026-01-27 14:45:01,Lippo Mall Cikarang,29
2026-01-27 14:45:01,President University,26
2026-01-27 14:46:08,Terminal Cikarang,29
2026-01-27 14:46:08,Sentra Grosir Cikarang,18
2026-01-27 14:46:08,Stasiun Cikarang,16
2026-01-27 14:46:08,Lippo Mall Cikarang,29
2026-01-27 14:46:08,President University,33
2026-01-27 14:47:12,Terminal Cikarang,29
2026-01-27 14:47:12,Sentra Grosir Cikarang,18
2026-01-27 14:47:12,Stasiun Cikarang,16
2026-01-27 14:47:12,Lippo Mall Cikarang,29
2026-01-27 14:47:12,President University,24
2026-01-27 14:48:17,Terminal Cikarang,29
2026-01-27 14:48:17,Sentra Grosir Cikarang,18
2026-01-27 14:48:17,Stasiun Cikarang,16
2026-01-27 14:48:17,Lippo Mall Cikarang,29
2026-01-27 14:48:17,President University,24
2026-01-27 14:49:27,Terminal Cikarang,30
2026-01-27 14:49:27,Sentra Grosir Cikarang,18
2026-01-27 14:49:27,Stasiun Cikarang,16
2026-01-27 14:49:27,Lippo Mall Cikarang,29
2026-01-27 14:49:27,President University,24
2026-01-27 14:50:37,Lippo Mall Cikarang,29
2026-01-27 14:50:37,President University,23
2026-01-27 14:52:07,Terminal Cikarang,29
2026-01-27 14:52:07,Sentra Grosir Cikarang,19
2026-01-27 14:52:07,Stasiun Cikarang,16
2026-01-27 14:52:07,Lippo Mall Cikarang,29
2026-01-27 14:52:07,President University,23
2026-01-27 14:53:11,Terminal Cikarang,29
2026-01-27 14:53:11,Sentra Grosir Cikarang,19
2026-01-27 14:53:11,Stasiun Cikarang,16
2026-01-27 14:53:11,Lippo Mall Cikarang,29
2026-01-27 14:53:11,President University,23
2026-01-27 14:54:17,Terminal Cikarang,28
2026-01-27 14:54:17,Sentra Grosir Cikarang,16
2026-01-27 14:54:17,Stasiun Cikarang,16
2026-01-27 14:54:17,Lippo Mall Cikarang,29
2026-01-27 14:54:17,President University,22
2026-01-27 14:55:23,Terminal Cikarang,26
2026-01-27 14:55:23,Sentra Grosir Cikarang,15
2026-01-27 14:55:23,Stasiun Cikarang,16
2026-01-27 14:55:23,Lippo Mall Cikarang,29
2026-01-27 14:55:23,President University,22
2026-01-27 14:56:28,Terminal Cikarang,26
2026-01-27 14:56:28,Sentra Grosir Cikarang,15
2026-01-27 14:56:28,Stasiun Cikarang,16
2026-01-27 14:56:28,Lippo Mall Cikarang,29
2026-01-27 14:56:28,President University,21
2026-01-27 14:57:36,Terminal Cikarang,26
2026-01-27 14:57:36,Sentra Grosir Cikarang,14
2026-01-27 14:57:36,Stasiun Cikarang,18
2026-01-27 14:57:36,Lippo Mall Cikarang,29
2026-01-27 14:57:36,President University,22
2026-01-27 14:58:42,Terminal Cikarang,24
2026-01-27 14:58:42,Sentra Grosir Cikarang,13
2026-01-27 14:58:42,Stasiun Cikarang,20
2026-01-27 14:58:42,Lippo Mall Cikarang,29
2026-01-27 14:58:42,President University,22
2026-01-27 14:59:47,Terminal Cikarang,24
2026-01-27 14:59:47,Sentra Grosir Cikarang,13
2026-01-27 14:59:47,Stasiun Cikarang,20
2026-01-27 14:59:47,Lippo Mall Cikarang,29
2026-01-27 14:59:47,President University,23
2026-01-27 15:00:51,Terminal Cikarang,24
2026-01-27 15:00:51,Sentra Grosir Cikarang,12
2026-01-27 15:00:51,Stasiun Cikarang,20
2026-01-27 15:00:51,Lippo Mall Cikarang,29
2026-01-27 15:00:51,President University,23
2026-01-27 15:01:56,Terminal Cikarang,26
2026-01-27 15:01:56,Sentra Grosir Cikarang,11
2026-01-27 15:01:56,Stasiun Cikarang,19
2026-01-27 15:01:56,Lippo Mall Cikarang,29
2026-01-27 15:01:56,President University,23
2026-01-27 15:03:01,Terminal Cikarang,26
2026-01-27 15:03:01,Sentra Grosir Cikarang,11
2026-01-27 15:03:01,Stasiun Cikarang,19
2026-01-27 15:03:01,Lippo Mall Cikarang,29
2026-01-27 15:03:01,President University,24
2026-01-27 15:04:07,Terminal Cikarang,26
2026-01-27 15:04:07,Sentra Grosir Cikarang,11
2026-01-27 15:04:07,Stasiun Cikarang,21
2026-01-27 15:04:07,Lippo Mall Cikarang,29
2026-01-27 15:04:07,President University,24
2026-01-27 15:05:11,Terminal Cikarang,27
2026-01-27 15:05:11,Sentra Grosir Cikarang,11
2026-01-27 15:05:11,Stasiun Cikarang,21
2026-01-27 15:05:11,Lippo Mall Cikarang,29
2026-01-27 15:05:11,President University,23
2026-01-27 15:06:17,Terminal Cikarang,27
2026-01-27 15:06:17,Sentra Grosir Cikarang,11
2026-01-27 15:06:17,Stasiun Cikarang,19
2026-01-27 15:06:17,Lippo Mall Cikarang,29
2026-01-27 15:06:17,President University,23
2026-01-27 15:07:22,Terminal Cikarang,27
2026-01-27 15:07:22,Sentra Grosir Cikarang,11
2026-01-27 15:07:22,Stasiun Cikarang,19
2026-01-27 15:07:22,Lippo Mall Cikarang,24
2026-01-27 15:07:22,President University,23
2026-01-27 15:08:27,Terminal Cikarang,27
2026-01-27 15:08:27,Sentra Grosir Cikarang,10
2026-01-27 15:08:27,Stasiun Cikarang,20
2026-01-27 15:08:27,Lippo Mall Cikarang,24
2026-01-27 15:08:27,President University,24
2026-01-27 15:09:32,Terminal Cikarang,27
2026-01-27 15:09:32,Sentra Grosir Cikarang,10
2026-01-27 15:09:32,Stasiun Cikarang,19
2026-01-27 15:09:32,Lippo Mall Cikarang,23
2026-01-27 15:09:32,President University,23
2026-01-27 15:10:37,Terminal Cikarang,27
2026-01-27 15:10:37,Sentra Grosir Cikarang,10
2026-01-27 15:10:37,Stasiun Cikarang,20
2026-01-27 15:10:37,Lippo Mall Cikarang,22
2026-01-27 15:10:37,President University,22
2026-01-27 15:11:41,Terminal Cikarang,29
2026-01-27 15:11:41,Sentra Grosir Cikarang,10
2026-01-27 15:11:41,Stasiun Cikarang,18
2026-01-27 15:11:41,Lippo Mall Cikarang,22
2026-01-27 15:11:41,President University,23
2026-01-27 15:12:46,Terminal Cikarang,33
2026-01-27 15:12:46,Sentra Grosir Cikarang,10
2026-01-27 15:12:46,Stasiun Cikarang,17
2026-01-27 15:12:46,Lippo Mall Cikarang,22
2026-01-27 15:12:46,President University,23
2026-01-27 15:13:51,Terminal Cikarang,33
2026-01-27 15:13:51,Sentra Grosir Cikarang,10
2026-01-27 15:13:51,Stasiun Cikarang,18
2026-01-27 15:13:51,Lippo Mall Cikarang,21
2026-01-27 15:13:51,President University,20
2026-01-27 15:15:02,Terminal Cikarang,33
2026-01-27 15:15:02,Sentra Grosir Cikarang,11
2026-01-27 15:15:02,Stasiun Cikarang,18
2026-01-27 15:15:02,Lippo Mall Cikarang,22
2026-01-27 15:15:02,President University,19
2026-01-27 15:16:11,Terminal Cikarang,33
2026-01-27 15:16:11,Sentra Grosir Cikarang,11
2026-01-27 15:16:11,Stasiun Cikarang,17
2026-01-27 15:16:11,Lippo Mall Cikarang,22
2026-01-27 15:16:11,President University,19
2026-01-27 15:17:23,Terminal Cikarang,33
2026-01-27 15:17:23,Sentra Grosir Cikarang,9
2026-01-27 15:17:23,Stasiun Cikarang,17
2026-01-27 15:17:23,Lippo Mall Cikarang,22
2026-01-27 15:17:23,President University,19
2026-01-27 15:18:31,Terminal Cikarang,33
2026-01-27 15:18:31,Sentra Grosir Cikarang,9
2026-01-27 15:18:31,Stasiun Cikarang,18
2026-01-27 15:18:31,Lippo Mall Cikarang,22
2026-01-27 15:18:31,President University,19
2026-01-27 15:19:38,Terminal Cikarang,33
2026-01-27 15:19:38,Sentra Grosir Cikarang,9
2026-01-27 15:19:38,Stasiun Cikarang,18
2026-01-27 15:19:38,Lippo Mall Cikarang,22
2026-01-27 15:19:38,President University,20
2026-01-27 15:20:51,Terminal Cikarang,30
2026-01-27 15:20:51,Sentra Grosir Cikarang,8
2026-01-27 15:20:51,Stasiun Cikarang,18
2026-01-27 15:20:51,Lippo Mall Cikarang,23
2026-01-27 15:20:51,President University,20
2026-01-27 15:21:58,Terminal Cikarang,30
2026-01-27 15:21:58,Sentra Grosir Cikarang,9
2026-01-27 15:21:58,Stasiun Cikarang,18
2026-01-27 15:21:58,Lippo Mall Cikarang,23
2026-01-27 15:21:58,President University,20
2026-01-27 15:23:09,Terminal Cikarang,30
2026-01-27 15:23:09,Sentra Grosir Cikarang,9
2026-01-27 15:23:09,Stasiun Cikarang,18
2026-01-27 15:23:09,Lippo Mall Cikarang,23
2026-01-27 15:23:09,President University,20
2026-01-27 15:24:20,Terminal Cikarang,30
2026-01-27 15:24:20,Sentra Grosir Cikarang,8
2026-01-27 15:24:20,Stasiun Cikarang,18
2026-01-27 15:24:20,Lippo Mall Cikarang,23
2026-01-27 15:24:20,President University,20
2026-01-27 15:25:26,Terminal Cikarang,30
2026-01-27 15:25:26,Sentra Grosir Cikarang,8
2026-01-27 15:25:26,Stasiun Cikarang,21
2026-01-27 15:25:26,Lippo Mall Cikarang,23
2026-01-27 15:25:26,President University,21
2026-01-27 15:26:31,Terminal Cikarang,30
2026-01-27 15:26:31,Sentra Grosir Cikarang,9
2026-01-27 15:26:31,Stasiun Cikarang,21
2026-01-27 15:26:31,Lippo Mall Cikarang,29
2026-01-27 15:26:31,President University,21
2026-01-27 15:27:36,Terminal Cikarang,30
2026-01-27 15:27:36,Sentra Grosir Cikarang,10
2026-01-27 15:27:36,Stasiun Cikarang,21
2026-01-27 15:27:36,Lippo Mall Cikarang,29
2026-01-27 15:27:36,President University,21
2026-01-27 15:28:41,Terminal Cikarang,30
2026-01-27 15:28:41,Sentra Grosir Cikarang,11
2026-01-27 15:28:41,Stasiun Cikarang,21
2026-01-27 15:28:41,Lippo Mall Cikarang,29
2026-01-27 15:28:41,President University,22
2026-01-27 15:29:46,Terminal Cikarang,30
2026-01-27 15:29:46,Sentra Grosir Cikarang,11
2026-01-27 15:29:46,Stasiun Cikarang,20
2026-01-27 15:29:46,Lippo Mall Cikarang,29
2026-01-27 15:29:46,President University,22
2026-01-27 15:30:51,Terminal Cikarang,33
2026-01-27 15:30:51,Sentra Grosir Cikarang,11
2026-01-27 15:30:51,Stasiun Cikarang,20
2026-01-27 15:30:51,Lippo Mall Cikarang,29
2026-01-27 15:30:51,President University,24
2026-01-27 15:31:56,Terminal Cikarang,35
2026-01-27 15:31:56,Sentra Grosir Cikarang,11
2026-01-27 15:31:56,Stasiun Cikarang,18
2026-01-27 15:31:56,Lippo Mall Cikarang,29
2026-01-27 15:31:56,President University,25
2026-01-27 15:33:02,Terminal Cikarang,34
2026-01-27 15:33:02,Sentra Grosir Cikarang,11
2026-01-27 15:33:02,Stasiun Cikarang,18
2026-01-27 15:33:02,Lippo Mall Cikarang,29
2026-01-27 15:33:02,President University,33
2026-01-27 15:34:06,Terminal Cikarang,33
2026-01-27 15:34:06,Sentra Grosir Cikarang,11
2026-01-27 15:34:06,Stasiun Cikarang,17
2026-01-27 15:34:06,Lippo Mall Cikarang,29
2026-01-27 15:34:06,President University,33
2026-01-27 15:35:10,Terminal Cikarang,33
2026-01-27 15:35:10,Sentra Grosir Cikarang,11
2026-01-27 15:35:10,Stasiun Cikarang,17
2026-01-27 15:35:10,Lippo Mall Cikarang,29
2026-01-27 15:35:10,President University,33
2026-01-27 15:36:15,Terminal Cikarang,33
2026-01-27 15:36:15,Sentra Grosir Cikarang,11
